id,ingreso_txt,sexo_txt,edad,educ,exper,horas,k,formal,situacion,tamano,sector,satisf_txt,urbano,casado,hijos,provincia
2990,"491,22",mujer,20,11,2,178,1411.56,0,3,1,5,Muy feliz,1,1,1, El Oro
2991,1031.97,HOMBRE,23,10,6,209,2726.84,1,1,2,4,Feliz,0,0,2,LOJA
2992,"519,10",hombre,60,16,35,186,460.75,0,3,1,3,Feliz,0,0,3,Azuay
2993,483.73,hombre,23,14,5,186,838.86,1,1,1,2,Normal,1,1,2,El Oro
2994,  516,HOMBRE,60,15,39,182,791.14,0,3,1,3,Triste,0,1,1,EL ORO
2995,631.16,MUJER ,45,13,25,126,705.94,1,1,2,4,Normal,1,1,3,el oro
2996,s/i,Hombre,55,6,40,174,1123.88,0,2,1,3,Triste,1,0,0,EL ORO
2997,817.16,Hombre ,18,12,1,89,700.93,0,3,4,4,Feliz,0,1,0,El Oro
2998,498.40,HOMBRE,47,16,22,73,1700.92,1,1,1,1,Feliz,1,0,0,El Oro
2999,314.99,Hombre ,29,5,17,135,647.75,0,2,1,4,Normal,1,0,1,GUAYAS
3000,"362,64",HOMBRE,35,13,16,82,1584.47,1,1,1,1,Normal,1,1,1,Loja
3001,477.68,H,53,12,36,89,916.13,1,1,3,1,Normal,0,1,4, Loja
3002,816.11,Hombre ,36,6,19,184,1393.44,0,3,2,1,Normal,1,0,1,El  Oro
3003,533.69,hombre,20,15,0,162,565.88,0,2,1,5,Feliz,1,1,1,AZUAY
3004,893.92,H,51,11,35,251,4866.2,0,3,1,4,Feliz,1,0,0, El Oro
3005,NA,mujer,64,13,46,167,626.29,0,3,1,1,Triste,0,1,0,Azuay
3006,"503,17",hombre,26,9,12,142,802.45,1,1,1,5,Normal,1,1,1,EL ORO
3007,848.17,mujer,52,6,40,238,3489.59,0,2,1,4,Muy feliz,0,1,2,AZUAY
3008,"434,78",H,23,18,1,95,568.17,0,2,2,2,Feliz,0,0,0,Azuay
3009,654.99,Hombre,23,16,2,120,609.14,0,2,4,4,Feliz,0,0,0,guayas
3010,"265,99",Mujer,32,2,18,172,2637.33,0,2,1,1,Normal,1,1,0, Loja
3011,s/i,M,58,14,40,166,963.71,1,1,2,3,Feliz,1,0,0,LOJA
3012,"714,52",Mujer,41,9,26,197,411.51,0,2,2,5,Normal,1,1,1,El  Oro
3013,"2.474,12", Mujer,52,11,37,179,8858.9,0,3,4,3,Feliz,1,1,2,El  Oro
3014,"1.182,73",HOMBRE,61,14,39,200,1284.34,0,3,3,3,Muy feliz,0,0,1,GUAYAS
3015,  337,MUJER ,36,7,23,200,882.37,0,2,1,3,Feliz,1,1,4,Loja
3016,590.39,HOMBRE,26,17,4,152,397.53,1,1,3,4,Triste,0,0,0, El Oro
3017,"2.716,94",H,60,17,38,999,14304.14,1,1,3,2,Normal,0,1,3, El Oro
3018,  763,HOMBRE,52,5,36,226,1199.19,0,2,3,3,Feliz,0,0,0,EL ORO
3019,"1.034,23",hombre,38,13,19,158,2813.73,1,1,3,3,Normal,0,1,2,El  Oro
3020,  1144,Hombre,18,11,2,155,5859.21,0,3,3,3,Normal,1,1,4,Azuay
3021,"841,62",Mujer,39,13,20,160,,0,2,4,2,Triste,1,0,1,El  Oro
3022,344.97,mujer,65,4,50,166,592.89,0,3,1,3,Triste,0,1,0,el oro
3023,"342,69",MUJER ,43,7,24,264,521.71,1,1,1,3,Triste,0,1,2,EL ORO
3024,637.37,mujer,19,14,0,96,1796.15,0,3,1,5,Feliz,1,0,2,el oro
3025,  398,Hombre ,24,6,9,173,164.74,1,1,1,4,Normal,0,0,1,El Oro
3026,"527,65",Hombre ,52,15,32,225,531.32,1,1,1,5,Normal,0,1,0,LOJA
3027,NA,hombre,45,9,,120,377.96,0,2,1,4,Triste,0,1,0,Loja
3028,  989,H,26,12,10,161,618.27,1,1,4,4,Normal,1,0,1,el oro
3029,875.88,M,22,16,0,999,1250.23,1,1,1,5,Normal,0,1,5,EL ORO
3030,NA,hombre,26,6,9,146,1078.07,0,2,1,5,Normal,1,0,2,El  Oro
3031,536.56, Mujer,31,10,15,234,2151.99,0,3,1,3,Feliz,1,1,1,guayas
3032,"587,66",HOMBRE,29,7,14,180,2237.53,0,2,2,1,Feliz,1,0,3,LOJA
3033,"525,36",Hombre ,24,99,4,120,309.49,0,2,3,3,Feliz,1,0,2,LOJA
3034,"462,03",M,37,6,20,113,1472.3,0,2,3,1,Feliz,0,0,0,El  Oro
3035,  505,mujer,40,12,21,103,2374.66,0,3,2,4,Triste,1,1,3,Loja
3036,  1022,HOMBRE,26,15,5,123,1396.58,1,1,1,3,Muy feliz,1,0,0,Guayas
3037,"569,41",H,37,10,20,204,1420.05,0,2,2,1,Muy triste,1,1,0,el oro
3038,"452,20",H,23,10,6,172,592.22,1,1,2,4,Normal,0,1,1,guayas
3039,1198.27,Mujer,55,17,33,166,1005.18,1,1,1,4,Muy feliz,0,0,0,El Oro
3040,475.87,HOMBRE,25,7,10,183,602.07,0,3,1,1,Normal,0,0,0,Azuay
3041,"420,77",hombre,28,6,15,144,611.38,0,2,2,4,Normal,1,0,1,El Oro
3042,"1.400,36",hombre,56,13,37,111,2846.17,1,1,4,5,Normal,1,1,0,El Oro
3043,"632,48", Mujer,65,14,44,137,2355.63,0,2,2,3,Feliz,1,1,0,guayas
3044,804.62,H,28,14,9,999,2807.75,1,1,1,4,Muy feliz,0,0,1,El  Oro
3045,750.65,Hombre ,46,11,29,149,4223.09,1,1,1,1,Normal,1,1,2,GUAYAS
3046,"1.121,99",HOMBRE,22,14,0,162,651.27,0,2,1,4,Muy feliz,1,0,1,el oro
3047,894.13,mujer,28,10,11,192,745.82,0,2,2,5,Feliz,0,1,2,Guayas
3048,  463, Mujer,46,17,25,138,197.19,1,1,1,1,Normal,0,0,1,GUAYAS
3049,  530,Hombre,25,5,11,211,,0,2,1,5,Triste,1,0,2,guayas
3050,"953,92",Hombre,56,14,36,171,5414.98,0,2,1,3,Feliz,0,1,3,Azuay
3051,"544,40",Hombre ,20,15,1,140,178.4,0,3,3,5,Feliz,0,0,0,EL ORO
3052,377.67,HOMBRE,25,7,11,165,927.47,0,2,2,3,Normal,1,0,0,EL ORO
3053,726.75,M,29,12,10,186,1806.91,0,3,3,2,Triste,1,1,4,Azuay
3054,339.11,mujer,19,14,0,207,469.97,0,2,2,4,Triste,1,0,1,EL ORO
3055,NA,M,20,15,0,229,1788.32,0,2,3,3,Feliz,1,0,0,GUAYAS
3056,"950,16",Mujer,31,16,11,166,3079.61,0,2,2,3,Muy feliz,1,1,2,el oro
3057,1034.55,Hombre,64,14,44,228,2286.33,0,3,3,4,Feliz,0,1,1,El Oro
3058,"1.004,74",Hombre,55,15,33,149,1280.23,1,1,2,1,Normal,1,1,0,El Oro
3059,1996.08,MUJER ,37,12,20,266,7678.71,1,1,1,1,Normal,0,1,3,El Oro
3060,1032.59,H,23,9,11,247,845.58,0,2,1,1,Feliz,1,0,2,AZUAY
3061,"2.031,20",Hombre,56,17,34,268,990.9,1,1,3,3,Muy feliz,0,0,0,EL ORO
3062,796.66,Hombre ,40,14,18,113,1251.21,1,1,1,2,Feliz,1,1,3,El Oro
3063,"875,10",Hombre ,56,8,43,154,1967.28,1,1,3,1,Muy feliz,0,0,2,el oro
3064,504.66,Hombre ,61,14,43,149,2230.15,0,3,1,5,Muy triste,1,0,,EL ORO
3065,  691,Hombre,44,11,24,169,1127.81,0,2,1,4,Normal,0,1,3,Azuay
3066,  333, Mujer,51,12,34,131,450.44,0,2,1,4,Feliz,1,0,0,Guayas
3067,404.23,M,62,9,48,205,917.7,1,1,2,1,Muy triste,1,0,2,El Oro
3068,"849,07",HOMBRE,47,17,27,100,540.99,1,1,2,3,Feliz,1,0,1,El Oro
3069,688.95,H,65,16,43,198,612.64,0,3,1,2,Muy feliz,1,1,2,El Oro
3070,  652,HOMBRE,43,11,25,171,717.66,1,1,1,1,Normal,0,1,4,EL ORO
3071,594.63,MUJER ,34,17,12,185,518.52,0,3,3,4,Normal,0,1,3,EL ORO
3072,"605,48",H,26,15,5,171,1091.49,1,1,1,3,Normal,1,0,0,EL ORO
3073,  1037,MUJER ,24,17,0,999,3013.53,1,1,1,3,Feliz,0,0,2,EL ORO
3074,490.89,Mujer,29,5,14,163,4037.79,0,2,3,2,Feliz,1,0,1, El Oro
3075,"855,22",HOMBRE,46,16,24,198,813.38,1,1,2,3,Normal,1,0,0, El Oro
3076,"400,57",Hombre ,43,5,25,181,687.93,1,1,4,4,Muy triste,1,1,0,Loja
3077,NA,HOMBRE,22,17,0,219,2818.61,1,1,2,3,Feliz,0,0,0, El Oro
3078,627.43,hombre,58,14,36,91,609.18,0,3,3,2,Normal,1,1,1,guayas
3079,1399.50,mujer,57,19,34,169,1670.39,1,1,4,1,Muy triste,0,1,3,el oro
3080,854.39,Hombre,52,16,32,179,688.64,1,1,1,4,Normal,1,0,1,El  Oro
3081,"728,75",HOMBRE,22,17,0,211,942.02,0,2,2,2,Feliz,1,1,2,el oro
3082,  800,Hombre,26,17,2,90,1162.93,0,2,2,2,Feliz,1,0,0, El Oro
3083,655.70,Hombre,32,16,9,174,559.91,1,1,2,2,Normal,0,0,,El  Oro
3084,627.05,HOMBRE,26,99,2,163,1618.72,1,1,1,4,Muy feliz,0,0,0,el oro
3085,924.07,HOMBRE,58,9,45,215,7138.67,0,2,1,4,Muy feliz,0,0,2,Guayas
3086,  712,hombre,29,7,12,134,2273.64,0,3,4,3,Feliz,0,0,0,guayas
3087,"595,33",HOMBRE,37,14,20,205,624.75,0,2,1,3,Feliz,1,1,0,EL ORO
3088,  504,mujer,19,14,0,111,643.47,1,1,4,1,Feliz,0,0,0,el oro
3089,  627,HOMBRE,99,10,23,200,821.64,0,2,2,2,Triste,0,1,1,EL ORO
3090,544.86,hombre,25,9,10,234,1478.97,0,2,3,4,Normal,0,0,3, El Oro
3091,251.47,Hombre,26,5,10,172,831.38,0,3,3,4,Triste,0,1,1,el oro
3092,NA,HOMBRE,35,11,20,65,1228.73,0,2,1,1,Feliz,0,0,1,AZUAY
3093,"1.016,96",hombre,44,17,20,134,1740.75,0,3,2,2,Muy feliz,0,0,0,AZUAY
3094,1050.90,H,38,8,22,166,3113.82,0,2,3,1,Normal,0,0,3,El Oro
3095,1761.90,Hombre,54,16,31,999,3053.84,1,1,1,4,Feliz,0,1,0, El Oro
3096,812.21,M,63,13,44,147,732.59,1,1,4,3,Normal,0,0,2,el oro
3097,"700,19",H,65,12,48,152,2476.17,0,2,3,1,Muy feliz,0,1,5, El Oro
3098,"334,94",MUJER ,23,9,9,112,1893.34,1,1,1,3,Muy feliz,0,0,2,El Oro
3099,1097.72,Hombre,62,19,39,193,1345.88,1,1,1,4,Muy feliz,1,0,1,Loja
3100,598.77,HOMBRE,45,8,32,194,2985.95,0,2,3,5,Muy feliz,0,1,3,Loja
3101,498.38,hombre,60,18,35,148,609.53,1,1,1,4,Muy feliz,1,0,1, El Oro
3102,925.57,H,62,13,42,152,1653.92,0,2,3,5,Normal,1,0,1,EL ORO
3103,"1.077,57",Hombre,50,15,29,126,1207.69,1,1,4,4,Triste,1,1,0, Loja
3104,1575.33,H,65,15,46,203,2137.55,0,2,2,1,Muy feliz,1,0,3, El Oro
3105,528.72,Mujer,44,10,26,190,855.36,1,1,1,3,Feliz,1,0,1,AZUAY
3106,"1.178,59",Mujer,33,17,12,136,975.22,0,3,1,1,Normal,1,1,0,Azuay
3107,"527,12",Hombre,62,10,46,179,1351.34,0,3,3,1,Muy feliz,1,0,0,el oro
3108,"1.132,27",Hombre ,42,15,20,196,2098.11,0,2,4,1,Muy triste,1,0,2,El Oro
3109,556.76,M,38,15,16,162,646.41,0,2,1,5,Muy feliz,1,1,2, Loja
3110,592.79,mujer,34,8,19,138,442.6,0,3,4,4,Normal,1,1,2,AZUAY
3111,"865,63",hombre,39,16,16,155,904.05,1,1,1,2,Feliz,0,0,1,el oro
3112,"646,38",H,28,8,12,175,1319.02,0,2,1,3,Muy feliz,1,0,3,Loja
3113,s/i,Hombre,99,18,18,150,241.4,1,1,2,4,Normal,0,0,0,El Oro
3114,"537,03",Mujer,32,9,18,180,1999.65,0,2,1,3,Muy triste,1,0,0,El  Oro
3115,"693,52",Hombre,32,21,5,153,1716.74,1,1,2,1,Muy feliz,1,1,2,Guayas
3116,"656,88",HOMBRE,35,17,12,140,574.15,1,1,2,3,Triste,0,1,1,EL ORO
3117,468.83,HOMBRE,27,14,5,94,1876.11,1,1,2,3,Normal,1,1,2,Azuay
3118,1800.50,Hombre ,36,11,19,226,4036.81,0,2,3,4,Normal,1,1,0,AZUAY
3119,"402,16",hombre,24,13,5,211,245.28,1,1,2,1,Feliz,0,0,1,El  Oro
3120,610.43,M,56,9,43,196,1240.9,0,3,3,3,Normal,0,0,0,El  Oro
3121,NA,Hombre ,18,13,0,127,652.29,1,1,4,4,Triste,1,0,1,LOJA
3122,"1.576,52", Mujer,54,13,35,167,1179.51,1,1,4,3,Triste,1,0,0,LOJA
3123,501.53, Mujer,21,9,5,165,1895.6,0,2,1,4,Triste,0,1,2,El  Oro
3124,  1188,M,38,10,23,271,499.12,0,3,4,4,Feliz,1,0,1,AZUAY
3125,"261,40",M,47,6,33,167,502.84,0,3,1,4,Normal,0,1,1,El  Oro
3126,"408,68",Hombre ,20,12,2,222,556.22,0,2,1,4,Triste,0,0,1,Guayas
3127,782.52,M,23,11,6,133,2384.11,0,3,2,1,Triste,0,0,2, El Oro
3128,675.53,mujer,23,14,2,182,2841.25,0,2,1,3,Feliz,0,0,1, El Oro
3129,"1.027,55",H,36,20,11,146,2263.26,1,1,1,5,Feliz,1,1,1,Loja
3130,  644, Mujer,34,11,15,120,4012.39,1,1,4,5,Feliz,1,1,1,El  Oro
3131,"826,17",HOMBRE,61,13,41,272,1389.43,0,2,2,2,Muy feliz,1,1,2,Guayas
3132,"264,50",M,28,10,11,125,612.47,0,3,3,3,Normal,1,0,1,EL ORO
3133,  2200,hombre,27,17,6,121,4235.72,0,2,3,4,Normal,0,1,4,El  Oro
3134,"444,76",hombre,53,7,38,128,2301.46,0,2,3,5,Triste,0,1,1,El Oro
3135,"1.200,06",H,20,13,1,149,3509.68,0,2,4,1,Normal,1,0,2,El  Oro
3136,908.54,H,24,6,7,196,7362.82,0,2,2,3,Triste,1,0,0, Loja
3137,1077.66,HOMBRE,61,16,39,196,1113.3,0,2,2,5,Muy feliz,1,1,1,AZUAY
3138,379.84,MUJER ,21,9,6,174,728.39,0,2,2,2,Muy triste,1,0,0, El Oro
3139,"453,84",Mujer,28,9,14,194,1159.67,0,3,1,4,Feliz,1,1,3,Guayas
3140,1003.02,H,50,16,31,199,901.43,1,1,2,4,Feliz,0,0,1,Azuay
3141,571.85,Mujer,18,7,4,204,1639.63,1,1,3,4,Normal,1,0,1,El Oro
3142,510.25,H,56,3,40,179,880.65,0,2,3,3,Triste,1,0,1,Azuay
3143,  321,MUJER ,45,8,30,185,265.76,0,3,2,2,Normal,1,1,0,El Oro
3144,"360,32",mujer,38,9,20,136,1239.98,1,1,2,3,Normal,1,1,3,Loja
3145,"696,54",HOMBRE,19,14,0,109,2298.07,1,1,2,4,Muy feliz,1,0,1,EL ORO
3146,  498,HOMBRE,35,11,18,183,900.59,0,2,1,2,Muy triste,1,1,0,el oro
3147,  1155,H,58,10,42,238,5079.89,1,1,2,1,Feliz,1,1,2,el oro
3148,695.35,HOMBRE,33,10,16,255,806.54,0,2,3,2,Normal,1,1,3,GUAYAS
3149,"828,20",H,58,99,40,208,2261.34,1,1,2,3,Feliz,1,1,2, El Oro
3150,875.55,H,29,12,12,156,1935.99,0,2,1,1,Muy feliz,0,0,0,el oro
3151,2089.20,hombre,33,20,7,199,2432.5,1,1,4,2,Normal,0,1,3,El Oro
3152,701.54, Mujer,64,15,42,68,10382.74,0,3,3,4,Normal,1,1,3,el oro
3153,1238.19,H,34,10,15,210,4535.67,0,2,3,5,Muy feliz,0,0,0,EL ORO
3154,937.07,Hombre,22,14,3,229,2523.53,1,1,1,1,Muy feliz,1,1,2,EL ORO
3155,, Mujer,41,16,20,224,438.62,1,1,2,1,Muy triste,1,0,0,Guayas
3156,697.70, Mujer,53,15,33,239,3425.49,0,3,1,4,Muy feliz,1,1,0,Loja
3157,"273,23",Mujer,43,7,30,202,434.07,0,2,1,4,Feliz,0,1,2,El Oro
3158,"421,28",mujer,42,7,25,192,845.62,1,1,4,4,Normal,1,0,0,EL ORO
3159,"426,69",MUJER ,19,14,0,113,1382.69,1,1,1,1,Normal,1,0,2,Azuay
3160,"700,77", Mujer,52,15,29,166,1617.2,0,2,2,2,Triste,1,1,2,Loja
3161,"576,47",Hombre,55,9,40,155,866.81,0,2,2,2,Normal,1,1,3,EL ORO
3162,513.77, Mujer,26,13,5,137,1414.05,0,3,1,4,Muy triste,1,0,0,EL ORO
3163,"945,59",MUJER ,63,11,46,95,4725.24,1,1,2,1,Muy feliz,1,1,1,Loja
3164,485.25,MUJER ,37,6,24,204,1545.66,0,3,2,4,Muy feliz,1,0,0, El Oro
3165,"859,24",mujer,34,11,,128,1337.98,0,3,3,2,Normal,1,0,0,El Oro
3166,717.80,Hombre ,19,5,3,170,3844.35,0,2,4,5,Normal,0,0,0,AZUAY
3167,  549,mujer,42,16,21,137,,1,1,1,5,Normal,1,1,2,AZUAY
3168,758.55,hombre,20,15,0,164,1840,0,2,1,3,Normal,1,0,0,EL ORO
3169,  705,MUJER ,34,16,13,124,1174.96,0,2,1,5,Muy feliz,1,0,0, El Oro
3170,"1.030,30", Mujer,58,11,40,204,1915.91,0,2,3,4,Muy feliz,1,0,1,el oro
3171,799.10,Hombre ,28,12,12,183,820.89,0,2,3,5,Feliz,1,1,2, Loja
3172,856.67,M,30,11,14,107,2146.56,0,2,1,3,Normal,1,0,2,guayas
3173,"224,71",Hombre ,18,6,2,201,832.67,0,3,1,1,Triste,1,0,0,Loja
3174,538.66,mujer,36,9,19,146,1882.44,1,1,1,4,Feliz,1,0,0,guayas
3175,  1199,HOMBRE,35,10,15,251,3129.62,0,2,1,2,Feliz,1,1,2,EL ORO
3176,560.19,M,42,12,24,190,1461.9,0,2,1,3,Muy feliz,1,1,1,El  Oro
3177,  701,mujer,40,13,19,234,419.92,0,3,1,3,Triste,0,1,3,EL ORO
3178,"356,94",mujer,32,7,15,153,665.83,0,2,4,4,Muy feliz,0,1,1,El  Oro
3179,346.50,Mujer,40,11,20,127,328.54,1,1,1,1,Normal,0,0,0, El Oro
3180,"483,69",H,50,8,36,219,1421.67,0,3,2,4,Triste,1,0,4,GUAYAS
3181,s/i,Hombre ,30,16,8,196,897.05,1,1,1,3,Normal,0,0,0,El  Oro
3182,770.83, Mujer,34,99,9,203,1313.74,1,1,2,5,Feliz,1,1,1, Loja
3183,"645,41", Mujer,48,14,29,252,1029.6,1,1,3,2,Normal,0,0,1,Loja
3184,290.15,Hombre ,62,99,47,87,885.5,0,3,3,4,Triste,1,1,2,El Oro
3185,389.78,M,20,11,1,136,1856.53,0,2,1,1,Feliz,1,1,2,LOJA
3186,467.90,MUJER ,41,7,26,189,771.36,1,1,2,3,Normal,1,0,2,El Oro
3187,735.30,hombre,48,11,34,148,936.31,0,2,3,2,Feliz,0,1,1,Azuay
3188,"1.071,89",Hombre,62,15,41,176,1925.85,1,1,2,4,Muy feliz,1,1,2,El Oro
3189,"690,13",hombre,27,18,4,200,1061.09,0,2,1,1,Normal,1,0,0,guayas
3190,,M,20,9,5,213,784.35,0,3,2,4,Feliz,0,0,1, El Oro
3191,,MUJER ,53,8,34,191,492.84,0,3,1,1,Muy feliz,0,1,3,Guayas
3192,NA,HOMBRE,29,10,12,120,2129.35,1,1,1,4,Muy feliz,1,0,1,El  Oro
3193,1633.41,Hombre ,31,16,8,160,2301.64,1,1,2,3,Muy feliz,1,1,1, El Oro
3194,  1060,M,42,20,15,153,7480.66,1,1,1,1,Muy feliz,0,0,1,Guayas
3195,"529,79",HOMBRE,53,13,33,128,434.27,0,2,1,1,Normal,1,0,1,Guayas
3196,"1.167,30",Mujer,58,17,35,157,4727.29,1,1,1,3,Feliz,1,0,1,El Oro
3197,282.66,hombre,60,3,45,135,2308,0,2,1,2,Triste,1,1,3, Loja
3198,NA,HOMBRE,37,14,15,174,473.92,1,1,3,2,Normal,0,0,0,Azuay
3199,"1.125,90", Mujer,27,11,8,236,2881.33,1,1,2,2,Muy triste,1,1,1,AZUAY
3200,464.56,M,50,17,29,156,1096.65,1,1,2,4,Feliz,0,1,0,EL ORO
3201,"464,61",mujer,27,6,12,112,2036.82,0,2,1,3,Triste,0,0,0, El Oro
3202,473.30,Hombre,18,8,3,171,1585.13,0,2,1,4,Feliz,1,0,0,El  Oro
3203,1494.95,HOMBRE,20,14,1,158,2942.3,1,1,1,3,Feliz,1,0,0,guayas
3204,1072.46,Hombre,64,14,45,144,1137.15,1,1,3,1,Normal,0,0,0,El Oro
3205,698.78,Hombre ,55,12,37,173,1445.41,0,2,2,2,Triste,1,0,0,El Oro
3206,"1.127,44",HOMBRE,27,20,2,187,829.15,0,2,1,3,Feliz,1,1,2,LOJA
3207,436.05,Hombre ,40,99,28,89,993.73,0,2,4,1,Feliz,1,1,1, El Oro
3208,650.92,Hombre,20,8,8,150,1591.17,0,2,2,5,Muy feliz,1,1,0,GUAYAS
3209,"689,61",MUJER ,22,17,0,99,5574.32,0,3,1,3,Muy triste,1,0,0,El  Oro
3210,  385,MUJER ,99,8,33,105,867.62,0,3,3,3,Muy triste,0,1,0,el oro
3211,1150.41, Mujer,47,10,31,206,2606.08,0,3,1,5,Normal,1,0,0,el oro
3212,677.70,H,25,5,9,235,729.72,0,2,4,4,Normal,1,0,0,GUAYAS
3213,1498.42,Hombre ,44,13,25,246,2080.29,0,2,3,4,Feliz,1,1,1,Guayas
3214,"1.174,65",MUJER ,48,13,30,145,5028.26,1,1,1,2,Normal,1,0,0,El  Oro
3215,"225,41",mujer,38,14,15,86,167.44,1,1,1,4,Normal,0,1,2,AZUAY
3216,"456,53",Mujer,20,12,1,142,1014.16,1,1,2,3,Feliz,0,0,1, El Oro
3217,"707,68",Mujer,60,15,37,144,1206.11,0,3,3,3,Triste,0,1,3,el oro
3218,784.76,H,47,13,27,126,1682.12,0,3,2,2,Normal,0,0,3,el oro
3219,528.53,mujer,62,7,47,188,1905.73,1,1,3,4,Normal,0,0,0,El Oro
3220,  1084,Hombre ,24,18,0,200,1962,1,1,3,1,Feliz,1,0,0,EL ORO
3221,534.08,H,37,11,18,188,1525.44,0,3,1,4,Muy feliz,1,1,0,Azuay
3222,  420,mujer,21,13,1,214,655.1,0,2,1,4,Normal,1,0,1,Azuay
3223,  420,Hombre ,30,10,12,225,257.63,1,1,1,3,Normal,1,0,2,GUAYAS
3224,966.23,hombre,30,99,9,115,1090.21,1,1,3,5,Triste,1,0,2,guayas
3225,589.91,Hombre ,37,10,21,198,2133.99,0,2,1,4,Feliz,1,1,3,El  Oro
3226,392.70,M,34,11,18,156,539.11,0,2,2,4,Normal,1,0,1,el oro
3227,"611,71",M,24,10,5,156,1838.21,0,2,2,3,Normal,1,0,0,El  Oro
3228,  531,Hombre,26,5,9,153,1238.96,0,3,1,1,Muy feliz,0,0,0,AZUAY
3229,  572,Hombre,37,13,16,208,708.93,1,1,1,3,Feliz,0,0,1, Loja
3230,597.90,hombre,22,12,4,169,1524.52,1,1,1,5,Feliz,1,1,2, Loja
3231,  305,M,33,14,15,138,350.07,1,1,1,1,Normal,1,1,3,El  Oro
3232,1002.71,hombre,30,17,9,162,3266.22,1,1,2,3,Feliz,1,0,2,EL ORO
3233,"1.207,51",HOMBRE,41,8,25,234,727.18,0,2,3,4,Muy triste,1,1,2,El Oro
3234,371.27, Mujer,32,12,13,999,178.06,1,1,1,1,Normal,0,0,,GUAYAS
3235,  747,Hombre,32,16,8,204,816.31,1,1,2,3,Feliz,1,1,1,El Oro
3236,  639,Hombre ,18,13,0,168,1033.39,1,1,1,5,Muy triste,1,0,0,El  Oro
3237,188.03,MUJER ,19,10,3,102,723.03,0,3,2,3,Feliz,0,0,0,Guayas
3238,  2163,Mujer,60,16,35,222,3135.19,0,3,4,2,Normal,1,1,1,Loja
3239,  1181,Mujer,20,15,1,248,2803.21,0,2,1,2,Normal,0,1,2,LOJA
3240,"460,32", Mujer,51,10,32,139,486.69,0,2,1,3,Triste,1,1,3,EL ORO
3241,  920,H,21,14,0,105,5986.4,0,2,4,4,Normal,0,0,0,El  Oro
3242,"299,19",Mujer,45,9,30,117,1423.21,0,3,1,5,Triste,1,1,0,Azuay
3243,"330,94",Hombre,59,7,41,153,1531.38,0,2,1,2,Feliz,1,1,1,El  Oro
3244,624.99, Mujer,27,11,11,128,5001.58,0,2,2,5,Feliz,1,1,1,EL ORO
3245,"243,66", Mujer,19,13,0,80,734.94,1,1,2,5,Normal,0,1,3,Guayas
3246,"817,33",Hombre,27,6,9,204,3587.64,1,1,2,4,Muy feliz,0,0,1,el oro
3247,"1.126,46",mujer,59,10,43,173,3336.09,0,3,1,4,Muy feliz,1,0,0,AZUAY
3248,"883,22",HOMBRE,22,16,0,110,4062.12,1,1,3,3,Feliz,0,1,2,El  Oro
3249,"385,85", Mujer,24,13,5,199,418.71,1,1,1,3,Normal,1,0,0,El  Oro
3250,1156.93,Mujer,57,11,40,175,3163.26,0,2,1,5,Normal,0,1,2,El Oro
3251,"491,96",hombre,24,13,5,198,640.92,1,1,1,4,Normal,0,0,2, Loja
3252,680.32, Mujer,34,15,12,158,566.86,1,1,2,5,Feliz,1,1,2,Loja
3253,,Hombre,36,11,20,200,1876.93,0,2,1,5,Muy triste,1,1,2, El Oro
3254,s/i, Mujer,29,18,6,168,365.53,1,1,1,3,Triste,1,1,1,EL ORO
3255,742.48,Mujer,38,10,20,197,983.65,0,3,3,5,Normal,1,0,2,EL ORO
3256,1170.97,M,22,15,3,185,7917.61,0,2,2,4,Muy feliz,1,0,1,el oro
3257,"1.107,98",H,53,14,30,236,1284.6,1,1,2,1,Normal,1,0,0, El Oro
3258,  534,Hombre ,40,13,21,190,1156.28,1,1,2,3,Normal,1,1,0, Loja
3259,1027.70, Mujer,54,12,36,143,1480.79,0,3,4,3,Muy feliz,0,1,,El  Oro
3260,, Mujer,61,9,46,171,462.18,0,3,3,1,Feliz,1,1,2,GUAYAS
3261,"510,14",M,33,16,11,139,549.97,1,1,1,1,Feliz,1,1,3,Loja
3262,918.95,MUJER ,63,16,40,242,585.88,0,3,1,4,Muy feliz,1,1,3,AZUAY
3263,"449,96",Hombre,21,5,6,92,1768.02,0,2,4,4,Muy triste,1,0,0,AZUAY
3264,"1.384,93",hombre,30,17,6,211,1379.04,1,1,1,4,Feliz,1,0,0,Azuay
3265,"1.425,66",HOMBRE,61,20,35,999,2027.39,0,2,2,2,Feliz,1,1,1,El Oro
3266,"1.873,69",Hombre,28,12,8,182,4195.16,1,1,3,2,Normal,0,0,0, Loja
3267,634.27,mujer,41,13,20,193,1927.53,1,1,3,4,Normal,1,0,0,Azuay
3268,"619,04",Hombre,35,11,16,150,2272.08,0,2,4,5,Normal,1,1,2,LOJA
3269,NA,hombre,60,17,36,176,401.91,0,2,1,5,Feliz,1,1,0, El Oro
3270,  1445,Hombre,64,16,43,197,2301.85,1,1,1,4,Feliz,0,1,0,Loja
3271,"811,46", Mujer,41,14,21,122,1351.76,1,1,2,5,Muy feliz,1,1,2,Azuay
3272,1289.78,Mujer,45,15,23,189,777.06,1,1,1,1,Feliz,0,1,0,AZUAY
3273,  411, Mujer,63,4,48,196,699.06,0,2,2,4,Normal,1,1,4, Loja
3274,663.19,M,61,17,35,152,859.2,1,1,1,2,Normal,1,1,4,Loja
3275,"911,90",Hombre ,51,17,26,134,1153.75,1,1,2,4,Feliz,0,1,3,el oro
